Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
2552,4958180539,SkitSkat,0,155.45999,DST Saints  FLEX Tyrone Tracy Jr. QB Jared Goff RB Derrick Henry RB David Montgomery TE Trey McBride WR Amon-Ra St. Brown WR Michael Wilson WR Adonai Mitchell,,,
2552,4965540819,majonesogtomat,0,155.45999,DST Vikings  FLEX Travis Etienne Jr. QB Jalen Hurts RB Derrick Henry RB Aaron Jones Sr. TE Colston Loveland WR Tee Higgins WR DeVonta Smith WR Wan'Dale Robinson,,,
2552,4965582054,mikegaspari,0,155.45999,DST Bears  FLEX Michael Pittman Jr. QB Caleb Williams RB Saquon Barkley RB Emanuel Wilson TE Kyle Pitts Sr. WR George Pickens WR Rome Odunze WR Michael Wilson,,,
2552,4965759742,vinnyp12,0,155.45999,DST Bengals  FLEX Greg Dortch QB Jared Goff RB Bijan Robinson RB TreVeyon Henderson TE Trey McBride WR A.J. Brown WR Michael Wilson WR Jakobi Meyers,,,
2552,4965809919,dokcash,0,155.45999,DST Saints  FLEX Darius Slayton QB Jared Goff RB Jahmyr Gibbs RB TreVeyon Henderson TE Travis Kelce WR Amon-Ra St. Brown WR Jameson Williams WR Isaiah Hodgins,,,
2559,4965952163,Bigdummy47,0,155.44,DST Browns  FLEX Kenneth Walker III QB Mason Rudolph RB Bijan Robinson RB Jahmyr Gibbs TE Trey McBride WR DK Metcalf WR Darius Slayton WR Luther Burden III,,,
2560,4961766428,harpadiem,0,155.37999,DST Titans  FLEX Travis Kelce QB Patrick Mahomes RB Chase Brown RB Emanuel Wilson TE Trey McBride WR Rashee Rice WR Alec Pierce WR Michael Wilson,,,
2561,4960205175,kda15,0,155.36,DST Browns  FLEX Kenneth Walker III QB Jalen Hurts RB Derrick Henry RB David Montgomery TE Dallas Goedert WR George Pickens WR DeVonta Smith WR DK Metcalf,,,
2561,4965620972,cookiemonsta,0,155.36,DST Raiders  FLEX Chris Olave QB Jared Goff RB Saquon Barkley RB Ashton Jeanty TE Michael Mayer WR Amon-Ra St. Brown WR Wan'Dale Robinson WR Luther Burden III,,,
2563,4964385911,scoburn1,0,155.32,DST Browns  FLEX Trey McBride QB Tyler Shough RB Jahmyr Gibbs RB TreVeyon Henderson TE Juwan Johnson WR Chris Olave WR Jameson Williams WR Darnell Mooney,,,
2564,4959108053,ryder18,0,155.28,DST Browns  FLEX Andrei Iosivas QB Jacoby Brissett RB Saquon Barkley RB David Montgomery TE Trey McBride WR Rashee Rice WR Parker Washington WR Michael Wilson,,,
2564,4965404146,All_Day_LJ,0,155.28,DST Seahawks  FLEX Rashee Rice QB Jacoby Brissett RB Breece Hall RB Emanuel Wilson TE Trey McBride WR Amon-Ra St. Brown WR Van Jefferson WR Adonai Mitchell,,,
2566,4958846400,nazarini1969,0,155.26001,DST Browns  FLEX Jameson Williams QB Jared Goff RB TreVeyon Henderson RB David Montgomery TE Hunter Henry WR Amon-Ra St. Brown WR A.J. Brown WR DeVonta Smith,,,
2566,4964170487,guardiansc2,0,155.26001,DST Colts  FLEX Amon-Ra St. Brown QB Drake Maye RB Saquon Barkley RB Emanuel Wilson TE Brenton Strange WR Zay Flowers WR Kayshon Boutte WR Michael Wilson,,,
2566,4965862199,Biggbabe100,0,155.26,DST Titans  FLEX Jakobi Meyers QB Jalen Hurts RB Derrick Henry RB Saquon Barkley TE Trey McBride WR DeVonta Smith WR Michael Wilson WR Andrei Iosivas,,,
2569,4964291726,cedarpip,0,155.23999,DST Jaguars  FLEX Emanuel Wilson QB Mason Rudolph RB D'Andre Swift RB David Montgomery TE Brock Bowers WR Jaxon Smith-Njigba WR Wan'Dale Robinson WR DK Metcalf,,,
2569,4965402397,BernardtheGSD,0,155.23999,DST Raiders  FLEX CeeDee Lamb QB Trevor Lawrence RB Jahmyr Gibbs RB Ashton Jeanty TE Kyle Pitts Sr. WR DK Metcalf WR Jakobi Meyers WR Rashid Shaheed,,,
2571,4964005219,smiters,0,155.22,DST Browns  FLEX Trey McBride QB Tyler Shough RB Bijan Robinson RB Jahmyr Gibbs TE Juwan Johnson WR Chris Olave WR Alec Pierce WR Luther Burden III,,,
2572,4964849096,Bookem40,0,155.18,DST Steelers  FLEX Amon-Ra St. Brown QB Patrick Mahomes RB Alvin Kamara RB Kenneth Walker III TE Hunter Henry WR Rashee Rice WR Alec Pierce WR Darnell Mooney,,,
2573,4965866971,jdeiters,0,155.16,DST Jets  FLEX Darnell Mooney QB Caleb Williams RB Jahmyr Gibbs RB Saquon Barkley TE Travis Kelce WR Chris Olave WR Rome Odunze WR Andrei Iosivas,,,
2573,4965561335,bq14,0,155.15999,DST Browns  FLEX Michael Pittman Jr. QB Caleb Williams RB Jahmyr Gibbs RB Kenneth Walker III TE Travis Kelce WR Stefon Diggs WR Rome Odunze WR Andrei Iosivas,,,
2575,4965884534,Jmoney0723,0,155.12,DST Browns  FLEX Jameson Williams QB Lamar Jackson RB TreVeyon Henderson RB Emanuel Wilson TE Hunter Henry WR Rashee Rice WR Zay Flowers WR Michael Wilson,,,
2576,4962079463,woodhams90,0,155.06,DST Saints  FLEX CeeDee Lamb QB Jalen Hurts RB Kenneth Walker III RB Emanuel Wilson TE Travis Kelce WR Rome Odunze WR A.J. Brown WR DK Metcalf,,,
2576,4965960574,KevinRob2128,0,155.06,DST Saints  FLEX Stefon Diggs QB Drake Maye RB Chase Brown RB Kareem Hunt TE Hunter Henry WR Tee Higgins WR Zay Flowers WR Wan'Dale Robinson,,,
2578,4961845574,ryanh1915,0,155.01999,DST Browns  FLEX Travis Kelce QB Lamar Jackson RB Chase Brown RB Emanuel Wilson TE Trey McBride WR Chris Olave WR A.J. Brown WR Jakobi Meyers,,,
2578,4965981522,FANTASYSPOILER,0,155.01999,DST Steelers  FLEX Trey McBride QB Lamar Jackson RB Travis Etienne Jr. RB Emanuel Wilson TE Brock Wright WR Jaxon Smith-Njigba WR Jameson Williams WR Michael Wilson,,,
2580,4963278651,mpallotta,0,154.98,DST Saints  FLEX Trey McBride QB Jacoby Brissett RB Bijan Robinson RB Emanuel Wilson TE Travis Kelce WR A.J. Brown WR Jameson Williams WR Michael Wilson,,,
2580,4964427046,DrodTheStuntman,0,154.98,DST Cowboys  FLEX Michael Wilson QB Jacoby Brissett RB Derrick Henry RB Travis Etienne Jr. TE Trey McBride WR George Pickens WR Jameson Williams WR Andrei Iosivas,,,
2580,4964617101,parkerf2,0,154.98,DST Titans  FLEX Travis Etienne Jr. QB Jacoby Brissett RB Saquon Barkley RB Chase Brown TE Trey McBride WR Jameson Williams WR Wan'Dale Robinson WR Michael Wilson,,,
2580,4964905626,Boxing1220,0,154.98,DST Browns  FLEX Emanuel Wilson QB Tyrod Taylor RB TreVeyon Henderson RB Quinshon Judkins TE Trey McBride WR Amon-Ra St. Brown WR Zay Flowers WR Adonai Mitchell,,,
2584,4964574771,tide182,0,154.87999,DST Patriots  FLEX Bhayshul Tuten QB Tyrod Taylor RB Jahmyr Gibbs RB TreVeyon Henderson TE Trey McBride WR Amon-Ra St. Brown WR Jerry Jeudy WR Adonai Mitchell,,,
2585,4958603574,long_0,0,154.86,DST Saints  FLEX Andrei Iosivas QB Drake Maye RB Chase Brown RB Emanuel Wilson TE Trey McBride WR Rashee Rice WR Jameson Williams WR Michael Wilson,,,
2585,4963385909,wesizzle36969,0,154.86,DST Browns  FLEX Trey McBride QB Shedeur Sanders RB Bijan Robinson RB Alvin Kamara TE Colston Loveland WR Jaxon Smith-Njigba WR Wan'Dale Robinson WR Jerry Jeudy,,,
2585,4963574659,mhrook,0,154.86,DST Bengals  FLEX Trey McBride QB Jared Goff RB Chase Brown RB Tyrone Tracy Jr. TE Mark Andrews WR Amon-Ra St. Brown WR Chris Olave WR Michael Wilson,,,
2585,4964585936,c.ridl,0,154.86,DST Browns  FLEX DeVonta Smith QB Sam Darnold RB David Montgomery RB Emanuel Wilson TE Mark Andrews WR Jaxon Smith-Njigba WR CeeDee Lamb WR Darnell Mooney,,,
2589,4964741414,Weirdboy666,0,154.78,DST Jaguars  FLEX Jahmyr Gibbs QB Tyrod Taylor RB Jonathan Taylor RB Bijan Robinson TE Mason Taylor WR Michael Wilson WR Jerry Jeudy WR John Metchie III,,,
2589,4965345991,doozy,0,154.78,DST Browns  FLEX Mark Andrews QB Patrick Mahomes RB David Montgomery RB Emanuel Wilson TE Tyler Warren WR Amon-Ra St. Brown WR Rashee Rice WR Xavier Worthy,,,
2589,4961850707,IReilly,0,154.77998,DST Raiders  FLEX Ashton Jeanty QB Jacoby Brissett RB Chase Brown RB David Montgomery TE Trey McBride WR George Pickens WR Romeo Doubs WR Michael Wilson,,,
2592,4965307467,Parker2309,0,154.76001,DST Browns  FLEX Kyle Pitts Sr. QB Jalen Hurts RB Travis Etienne Jr. RB David Montgomery TE Dallas Goedert WR CeeDee Lamb WR George Pickens WR A.J. Brown,,,
2592,4964233720,roche15,0,154.76,DST Browns  FLEX Trey McBride QB Jared Goff RB Jahmyr Gibbs RB Bhayshul Tuten TE Kyle Pitts Sr. WR Amon-Ra St. Brown WR Jameson Williams WR Adonai Mitchell,,,
2594,4959411589,Ryans36,0,154.68,DST Saints  FLEX Javonte Williams QB Jacoby Brissett RB TreVeyon Henderson RB Chase Brown TE Trey McBride WR Amon-Ra St. Brown WR Michael Wilson WR Adonai Mitchell,,,
2594,4964799033,jpstath221,0,154.68,DST Saints  FLEX Trey McBride QB Jacoby Brissett RB Jahmyr Gibbs RB Zach Charbonnet TE Travis Kelce WR Stefon Diggs WR Jameson Williams WR Michael Wilson,,,
2596,4959220984,tgus811,0,154.65999,DST Lions  FLEX Chase Brown QB Jalen Hurts RB David Montgomery RB Zach Charbonnet TE Trey McBride WR George Pickens WR A.J. Brown WR Luther Burden III,,,
2597,4964348468,efeldkir,0,154.62001,DST Raiders  FLEX Trey McBride QB Tyler Shough RB Bijan Robinson RB Jahmyr Gibbs TE Juwan Johnson WR Chris Olave WR Darnell Mooney WR Devaughn Vele,,,
2598,4962350317,Blangelo,0,154.58,DST Browns  FLEX Darnell Washington QB Jacoby Brissett RB Jahmyr Gibbs RB Derrick Henry TE Trey McBride WR Stefon Diggs WR Jameson Williams WR Andrei Iosivas,,,
2599,4962165364,2MyOut2015,0,154.56001,DST Browns  FLEX Jahmyr Gibbs QB Drake Maye RB Derrick Henry RB Emanuel Wilson TE AJ Barner WR Jameson Williams WR Kayshon Boutte WR Alec Pierce,,,
2599,4959304785,wrwatson3,0,154.56,DST Raiders  FLEX Trey McBride QB Jalen Hurts RB Javonte Williams RB David Montgomery TE Mike Gesicki WR George Pickens WR A.J. Brown WR DeVonta Smith,,,
2599,4962125617,drbrow24,0,154.56,DST Saints  FLEX Michael Wilson QB Jared Goff RB Chase Brown RB Emanuel Wilson TE Trey McBride WR Amon-Ra St. Brown WR Jameson Williams WR Darius Slayton,,,
2602,4964535713,bawitdaba,0,154.54001,DST Browns  FLEX Mason Taylor QB Jameis Winston RB Jonathan Taylor RB Bhayshul Tuten TE Mark Andrews WR Amon-Ra St. Brown WR Rashee Rice WR Michael Wilson,,,
2603,4965418675,CruzBDraftKingNYJ,0,154.48,DST Browns  FLEX Saquon Barkley QB Jacoby Brissett RB Quinshon Judkins RB Travis Etienne Jr. TE Trey McBride WR Chris Olave WR Darnell Mooney WR Greg Dortch,,,
2604,4964186823,JJgetsCARDS,0,154.46,DST Saints  FLEX Rome Odunze QB Jared Goff RB Jahmyr Gibbs RB Breece Hall TE Mike Gesicki WR Amon-Ra St. Brown WR Jameson Williams WR Darius Slayton,,,
2604,4964250140,KingintheNorthSKOL,0,154.46,DST Raiders  FLEX Dallas Goedert QB Jalen Hurts RB Jahmyr Gibbs RB Chase Brown TE Mike Gesicki WR CeeDee Lamb WR DeVonta Smith WR Romeo Doubs,,,
2604,4965129331,byers63,0,154.46,DST Saints  FLEX Chase Brown QB Drake Maye RB Jahmyr Gibbs RB Derrick Henry TE Mark Andrews WR Stefon Diggs WR Jakobi Meyers WR Adonai Mitchell,,,
2604,4964408342,gwarsh,0,154.45999,DST Raiders  FLEX Bijan Robinson QB Jared Goff RB Derrick Henry RB Emanuel Wilson TE Brock Wright WR Jameson Williams WR Wan'Dale Robinson WR Michael Wilson,,,
2604,4965163020,bradwbutler,0,154.45999,DST Patriots  FLEX Trey McBride QB Caleb Williams RB Jahmyr Gibbs RB TreVeyon Henderson TE Colston Loveland WR Rome Odunze WR Jameson Williams WR Isaiah Hodgins,,,
2604,4965792332,mrichards52,0,154.45999,DST Seahawks  FLEX Amon-Ra St. Brown QB Jalen Hurts RB Saquon Barkley RB Alvin Kamara TE Isaiah Likely WR A.J. Brown WR DJ Moore WR Darnell Mooney,,,
2610,4964410215,7bushes,0,154.37999,DST Saints  FLEX Trey McBride QB Patrick Mahomes RB Jahmyr Gibbs RB Bhayshul Tuten TE Travis Kelce WR Rashee Rice WR Alec Pierce WR Adonai Mitchell,,,
2611,4963849812,Purplefrog,0,154.36,DST Vikings  FLEX DeVonta Smith QB Jared Goff RB Jahmyr Gibbs RB Travis Etienne Jr. TE Mason Taylor WR Amon-Ra St. Brown WR Jameson Williams WR Darius Slayton,,,
2611,4964067422,Alexben06,0,154.36,DST Cardinals  FLEX Tyjae Spears QB Dak Prescott RB Jahmyr Gibbs RB Breece Hall TE Travis Kelce WR CeeDee Lamb WR Rashid Shaheed WR DeMario Douglas,,,
2611,4964318723,22sharpie22,0,154.36,DST Raiders  FLEX Michael Wilson QB Jared Goff RB Chase Brown RB Emanuel Wilson TE Trey McBride WR Amon-Ra St. Brown WR Jameson Williams WR Luther Burden III,,,
2611,4965892577,SgtKyle,0,154.35999,DST Raiders  FLEX Amon-Ra St. Brown QB Jared Goff RB Jahmyr Gibbs RB Bhayshul Tuten TE Trey McBride WR Jameson Williams WR Luther Burden III WR Isaiah Hodgins,,,
2615,4965613160,lakersfan100,0,154.31999,DST Browns  FLEX David Montgomery QB Tyler Shough RB Jahmyr Gibbs RB TreVeyon Henderson TE David Njoku WR Amon-Ra St. Brown WR Chris Olave WR Darius Slayton,,,
2616,4964766586,Blaze252,0,154.28,DST Browns  FLEX Luther Burden III QB Patrick Mahomes RB Bijan Robinson RB Emanuel Wilson TE Travis Kelce WR Rashee Rice WR Alec Pierce WR Michael Wilson,,,
2617,4964691762,RIGHTDOG18,0,154.26,DST Browns  FLEX D'Andre Swift QB Caleb Williams RB Saquon Barkley RB Kareem Hunt TE Colston Loveland WR Jaxon Smith-Njigba WR Tee Higgins WR Isaiah Hodgins,,,
2618,4964578079,ijawking20,0,154.22,DST Lions  FLEX Jahmyr Gibbs QB Lamar Jackson RB Derrick Henry RB Kenneth Walker III TE Mark Andrews WR Zay Flowers WR Michael Wilson WR Mitch Tinsley,,,
2619,4963615081,kroggenburk06,0,154.18001,DST Saints  FLEX Christian Watson QB Jacoby Brissett RB Jahmyr Gibbs RB Zach Charbonnet TE Trey McBride WR Zay Flowers WR Jameson Williams WR DeVonta Smith,,,
2620,4965617399,TeamMoney22,0,154.16,DST Browns  FLEX CeeDee Lamb QB Jalen Hurts RB Alvin Kamara RB Emanuel Wilson TE Mason Taylor WR Amon-Ra St. Brown WR DeVonta Smith WR Christian Watson,,,
2620,4962683502,harris777,0,154.15999,DST Browns  FLEX Trey McBride QB Caleb Williams RB Jahmyr Gibbs RB Saquon Barkley TE Travis Kelce WR Rome Odunze WR Jerry Jeudy WR Adonai Mitchell,,,
2622,4965531212,hookemhrns1169,0,154.06001,DST Lions  FLEX DeVonta Smith QB Jalen Hurts RB Jahmyr Gibbs RB TreVeyon Henderson TE Dallas Goedert WR Jameson Williams WR Jakobi Meyers WR Greg Dortch,,,
2623,4963451320,ToddPerdont,0,154.04001,DST Seahawks  FLEX Travis Kelce QB Daniel Jones RB Jahmyr Gibbs RB Kareem Hunt TE Tyler Warren WR DeVonta Smith WR DK Metcalf WR Alec Pierce,,,
2624,4963284671,bigballerxanz,0,153.98,DST Bears  FLEX Trey McBride QB Patrick Mahomes RB TreVeyon Henderson RB Emanuel Wilson TE Travis Kelce WR Rashee Rice WR Michael Wilson WR Luther Burden III,,,
2624,4964114321,ccbishop,0,153.98,DST Falcons  FLEX Travis Etienne Jr. QB Jacoby Brissett RB Saquon Barkley RB TreVeyon Henderson TE Hunter Henry WR Stefon Diggs WR DeVonta Smith WR Michael Wilson,,,
2624,4965890665,jayrho,0,153.98,DST Browns  FLEX Chase Brown QB Jacoby Brissett RB TreVeyon Henderson RB Travis Etienne Jr. TE Trey McBride WR Tee Higgins WR Michael Wilson WR Greg Dortch,,,
2627,4964136782,justasimpleman,0,153.95999,DST Lions  FLEX Travis Kelce QB Jared Goff RB Jahmyr Gibbs RB TreVeyon Henderson TE Mark Andrews WR A.J. Brown WR Jameson Williams WR Michael Wilson,,,
2628,4965954147,GreggyGreggy,0,153.88002,DST Raiders  FLEX Michael Wilson QB Jacoby Brissett RB Derrick Henry RB Chase Brown TE Mark Andrews WR Amon-Ra St. Brown WR Chris Olave WR Andrei Iosivas,,,
2628,4965265534,SnakeDoc,0,153.88,DST Browns  FLEX Bijan Robinson QB Jacoby Brissett RB Kenneth Walker III RB Emanuel Wilson TE Trey McBride WR Tee Higgins WR Michael Wilson WR Luther Burden III,,,
2628,4965947956,seballard,0,153.87999,DST Saints  FLEX Trey McBride QB Patrick Mahomes RB Jahmyr Gibbs RB Aaron Jones Sr. TE Travis Kelce WR Rome Odunze WR DeVonta Smith WR Adonai Mitchell,,,
2631,4963866331,301Luke,0,153.86,DST Raiders  FLEX Trey McBride QB Drake Maye RB Chase Brown RB Kenneth Walker III TE Hunter Henry WR Amon-Ra St. Brown WR DK Metcalf WR Luther Burden III,,,
2632,4965345872,SkullandCrossbones,0,153.76001,DST Titans  FLEX Mark Andrews QB Jared Goff RB TreVeyon Henderson RB Chase Brown TE Trey McBride WR Amon-Ra St. Brown WR Wan'Dale Robinson WR Jakobi Meyers,,,
2632,4964133472,RYEDOG24,0,153.76,DST Browns  FLEX Jaxon Smith-Njigba QB Caleb Williams RB Derrick Henry RB David Montgomery TE Brock Wright WR Rome Odunze WR DeVonta Smith WR Darnell Mooney,,,
2634,4963779947,chicocalicuneo,0,153.68,DST Raiders  FLEX Noah Fant QB Jacoby Brissett RB Jahmyr Gibbs RB Saquon Barkley TE Trey McBride WR Rome Odunze WR Michael Wilson WR Darius Slayton,,,
2634,4964974272,Jpshimmy,0,153.68,DST Seahawks  FLEX Rome Odunze QB Jacoby Brissett RB Bijan Robinson RB Jahmyr Gibbs TE Noah Fant WR DeVonta Smith WR Michael Wilson WR Mack Hollins,,,
2634,4965174698,jacetheman,0,153.68,DST Browns  FLEX Tee Higgins QB Patrick Mahomes RB Kenneth Walker III RB David Montgomery TE Hunter Henry WR Rashee Rice WR George Pickens WR Cedric Tillman,,,
2634,4965191064,hittinmiddle,0,153.68,DST Raiders  FLEX Chase Brown QB Jacoby Brissett RB Derrick Henry RB Emanuel Wilson TE Trey McBride WR Jameson Williams WR Michael Wilson WR Jakobi Meyers,,,
2638,4959771609,revertzeetop,0,153.66,DST Seahawks  FLEX Kyle Pitts Sr. QB Drake Maye RB Jahmyr Gibbs RB TreVeyon Henderson TE Hunter Henry WR Zay Flowers WR Romeo Doubs WR Jakobi Meyers,,,
2638,4964750783,jpgersh,0,153.66,DST Saints  FLEX Trey McBride QB Drake Maye RB Breece Hall RB Emanuel Wilson TE Hunter Henry WR Tee Higgins WR Stefon Diggs WR Michael Wilson,,,
2640,4959635659,PeterFitz5,0,153.58,DST Giants  FLEX Jaxon Smith-Njigba QB Jacoby Brissett RB TreVeyon Henderson RB Javonte Williams TE Mark Andrews WR Rashee Rice WR Michael Wilson WR Andrei Iosivas,,,
2640,4964712575,HoosierAlum,0,153.58,DST Seahawks  FLEX Trey McBride QB Jacoby Brissett RB Travis Etienne Jr. RB Kenneth Walker III TE Mike Gesicki WR Amon-Ra St. Brown WR George Pickens WR Romeo Doubs,,,
2640,4965089517,ddion21,0,153.58,DST Saints  FLEX Travis Kelce QB Patrick Mahomes RB Jahmyr Gibbs RB Saquon Barkley TE David Njoku WR Rashee Rice WR Alec Pierce WR Andrei Iosivas,,,
2643,4961894234,ShaidyAdvice,0,153.56,DST Saints  FLEX Jake Ferguson QB Drake Maye RB Chase Brown RB Emanuel Wilson TE Hunter Henry WR Rashee Rice WR Tee Higgins WR Romeo Doubs,,,
2643,4961910682,Golden75,0,153.56,DST Packers  FLEX Andrei Iosivas QB Drake Maye RB Bijan Robinson RB Kareem Hunt TE Travis Kelce WR George Pickens WR Kayshon Boutte WR Michael Wilson,,,
2643,4963250923,BigNasty714,0,153.56,DST Browns  FLEX Darius Slayton QB Jared Goff RB Jahmyr Gibbs RB Bhayshul Tuten TE Trey McBride WR Amon-Ra St. Brown WR Jameson Williams WR Adonai Mitchell,,,
2643,4963874933,arun22183,0,153.56,DST Browns  FLEX Adonai Mitchell QB Jared Goff RB Jahmyr Gibbs RB Bhayshul Tuten TE Trey McBride WR Amon-Ra St. Brown WR Jameson Williams WR Darius Slayton,,,
2647,4958307750,jrufo31,0,153.52,DST Browns  FLEX Brock Bowers QB Lamar Jackson RB Jahmyr Gibbs RB Chase Brown TE Mark Andrews WR Zay Flowers WR Alec Pierce WR Michael Wilson,,,
2648,4964665352,Chiefs58,0,153.48,DST Browns  FLEX Travis Kelce QB Patrick Mahomes RB TreVeyon Henderson RB Travis Etienne Jr. TE Trey McBride WR A.J. Brown WR Darnell Mooney WR Jakobi Meyers,,,
2648,4965291178,CPRyan024,0,153.47998,DST Giants  FLEX T.J. Hockenson QB Jacoby Brissett RB Jonathan Taylor RB Emanuel Wilson TE Trey McBride WR Rashee Rice WR Michael Wilson WR Jakobi Meyers,,,
2650,4964231129,jt0707,0,153.45999,DST Raiders  FLEX DeVonta Smith QB Dak Prescott RB David Montgomery RB Emanuel Wilson TE Mike Gesicki WR Amon-Ra St. Brown WR CeeDee Lamb WR DK Metcalf,,,
2650,4964777897,wells107,0,153.45999,DST Saints  FLEX Hunter Henry QB Drake Maye RB Jahmyr Gibbs RB Saquon Barkley TE Travis Kelce WR Tee Higgins WR Kayshon Boutte WR Adonai Mitchell,,,
2652,4962202032,rwheels24,0,153.40001,DST Bears  FLEX Jahmyr Gibbs QB Geno Smith RB Bijan Robinson RB Devin Neal TE Brock Wright WR Rome Odunze WR A.J. Brown WR Tre Tucker,,,
2653,4965180549,toefungus,0,153.37999,DST Saints  FLEX Saquon Barkley QB Jacoby Brissett RB Derrick Henry RB Travis Etienne Jr. TE Trey McBride WR Chris Olave WR Michael Wilson WR Adonai Mitchell,,,
2654,4965418709,RTEXPRESS,0,153.36,DST Colts  FLEX Aaron Jones Sr. QB Jared Goff RB Jonathan Taylor RB Jahmyr Gibbs TE Brock Wright WR Tre Tucker WR Michael Wilson WR Jakobi Meyers,,,
2654,4965619645,kwg93,0,153.36,DST Browns  FLEX Bijan Robinson QB Caleb Williams RB Jahmyr Gibbs RB Kenneth Walker III TE Kyle Pitts Sr. WR Jameson Williams WR DeVonta Smith WR Luther Burden III,,,
2654,4965963044,schneeblysdad,0,153.36,DST Steelers  FLEX Trey McBride QB Jalen Hurts RB Jahmyr Gibbs RB Bhayshul Tuten TE Dallas Goedert WR A.J. Brown WR Jameson Williams WR Kayshon Boutte,,,
2654,4965215859,Smashbroskillit83,0,153.35999,DST Browns  FLEX Trey McBride QB Jared Goff RB David Montgomery RB Emanuel Wilson TE Travis Kelce WR Amon-Ra St. Brown WR Jameson Williams WR Michael Wilson,,,
2658,4964690560,Skol_Krusher,0,153.28001,DST Browns  FLEX Jerry Jeudy QB Jacoby Brissett RB Saquon Barkley RB Aaron Jones Sr. TE Trey McBride WR Amon-Ra St. Brown WR Michael Wilson WR Jakobi Meyers,,,
2658,4965354775,Cosker,0,153.28,DST Bengals  FLEX Saquon Barkley QB Jacoby Brissett RB Breece Hall RB Emanuel Wilson TE Trey McBride WR CeeDee Lamb WR Michael Wilson WR Andrei Iosivas,,,
2660,4958632520,YourPaalCal,0,153.26001,DST Browns  FLEX Chris Olave QB Jordan Love RB Bijan Robinson RB Jahmyr Gibbs TE Mark Andrews WR Romeo Doubs WR Michael Wilson WR Christian Watson,,,
2660,4964601808,COMMISHWarthen,0,153.26,DST Browns  FLEX Emanuel Wilson QB Jared Goff RB Derrick Henry RB TreVeyon Henderson TE AJ Barner WR Rashee Rice WR Jameson Williams WR Michael Wilson,,,
2660,4965235554,idlove2win,0,153.26,DST Browns  FLEX Trey McBride QB Jalen Hurts RB Bijan Robinson RB Chase Brown TE Mark Andrews WR DeVonta Smith WR Michael Wilson WR Jakobi Meyers,,,
2663,4962776520,bpcologna,0,153.18,DST Browns  FLEX Trey McBride QB Patrick Mahomes RB Alvin Kamara RB Emanuel Wilson TE Travis Kelce WR Amon-Ra St. Brown WR Xavier Worthy WR Jakobi Meyers,,,
2663,4965615693,dth201,0,153.18,DST Browns  FLEX TreVeyon Henderson QB Jacoby Brissett RB Saquon Barkley RB Travis Etienne Jr. TE Trey McBride WR Parker Washington WR Michael Wilson WR Andrei Iosivas,,,
2665,4964098815,cal2131,0,153.16,DST Browns  FLEX Emanuel Wilson QB Jared Goff RB Saquon Barkley RB Chase Brown TE Trey McBride WR Jameson Williams WR Michael Wilson WR Darnell Mooney,,,
2665,4964577927,DavidCoppafeel,0,153.16,DST Raiders  FLEX Juwan Johnson QB Jalen Hurts RB Ashton Jeanty RB Rhamondre Stevenson TE Mike Gesicki WR Amon-Ra St. Brown WR CeeDee Lamb WR A.J. Brown,,,
2665,4965278251,hornethead,0,153.16,DST Patriots  FLEX Michael Wilson QB Drake Maye RB Jahmyr Gibbs RB Emanuel Wilson TE Kyle Pitts Sr. WR Stefon Diggs WR Jameson Williams WR Mack Hollins,,,
2665,4965820877,ripsphantasygods,0,153.16,DST Browns  FLEX Andrei Iosivas QB Jalen Hurts RB Bijan Robinson RB Emanuel Wilson TE Dallas Goedert WR George Pickens WR Jameson Williams WR DeVonta Smith,,,
2665,4965874337,MjK12,0,153.15999,DST Saints  FLEX Tee Higgins QB Jared Goff RB Derrick Henry RB Emanuel Wilson TE Brock Wright WR Amon-Ra St. Brown WR Jameson Williams WR Michael Wilson,,,
2670,4964944737,GroovyCool,0,153.12001,DST Browns  FLEX Mark Andrews QB Lamar Jackson RB Bijan Robinson RB Chase Brown TE AJ Barner WR Amon-Ra St. Brown WR Wan'Dale Robinson WR Michael Wilson,,,
2671,4965147505,Hawkberg,0,153.07999,DST Raiders  FLEX Darnell Mooney QB Tyrod Taylor RB Derrick Henry RB Saquon Barkley TE Trey McBride WR Jaxon Smith-Njigba WR John Metchie III WR Adonai Mitchell,,,
2672,4959031873,starter01us,0,153.06,DST Browns  FLEX DeVonta Smith QB Dak Prescott RB Aaron Jones Sr. RB Emanuel Wilson TE Kyle Pitts Sr. WR CeeDee Lamb WR George Pickens WR Romeo Doubs,,,
2673,4965509436,lightsout2184,0,153.04001,DST Vikings  FLEX Derrick Henry QB Trevor Lawrence RB Bijan Robinson RB Jahmyr Gibbs TE Mason Taylor WR DK Metcalf WR Jakobi Meyers WR Rashid Shaheed,,,
2674,4961815309,mattfred1982,0,153.02,DST Saints  FLEX DeVonta Smith QB Tyler Shough RB Jahmyr Gibbs RB TreVeyon Henderson TE AJ Barner WR CeeDee Lamb WR Chris Olave WR Darnell Mooney,,,
2675,4964102044,THENO718,0,152.98,DST Saints  FLEX Trey McBride QB Jacoby Brissett RB Jahmyr Gibbs RB Alvin Kamara TE Travis Kelce WR Rome Odunze WR Jameson Williams WR Michael Wilson,,,
