Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
3349,5007702200,tmarzy (3/3),0,88.49999,DST Texans  FLEX Amon-Ra St. Brown QB Gardner Minshew II RB Omarion Hampton RB Tony Pollard TE Oronde Gadsden II WR Nico Collins WR Tetairoa McMillan WR Xavier Worthy,,,
3350,5007766308,Goodster,0,88.399994,DST Browns  FLEX Bijan Robinson QB Quinn Ewers RB Javonte Williams RB Breece Hall TE Darren Waller WR Drake London WR Jaylen Waddle WR DK Metcalf,,,
3351,5008003727,LightsCamAction (3/3),0,88.32001,DST Jets  FLEX Kyle Pitts Sr. QB Jacoby Brissett RB Javonte Williams RB RJ Harvey TE Trey McBride WR Drake London WR Michael Wilson WR Jalen Nailor,,,
3351,5007060508,KingintheNorthSKOL (5/5),0,88.319984,DST Bengals  FLEX Trey McBride QB Jacoby Brissett RB Bijan Robinson RB Tyrone Tracy Jr. TE T.J. Hockenson WR Amon-Ra St. Brown WR Jalen Coker WR Xavier Worthy,,,
3353,5008165312,RTEXPRESS,0,88.26,DST Bengals  FLEX Xavier Worthy QB Dak Prescott RB De'Von Achane RB Michael Carter TE Darnell Washington WR CeeDee Lamb WR Jameson Williams WR Brian Thomas Jr.,,,
3354,5007388543,HouseRed (4/5),0,88.21999,DST Jets  FLEX Bucky Irving QB J.J. McCarthy RB James Cook III RB Tyrone Tracy Jr. TE Trey McBride WR Justin Jefferson WR Jordan Addison WR Darius Slayton,,,
3355,5006030866,donnybasbl (3/5),0,88.2,DST Bengals  FLEX Gunnar Helm QB Gardner Minshew II RB Bijan Robinson RB Jahmyr Gibbs TE Travis Kelce WR Amon-Ra St. Brown WR DK Metcalf WR Xavier Worthy,,,
3356,5007364927,Ryanlb123 (2/5),0,88.18,DST Jets  FLEX Dalton Schultz QB C.J. Stroud RB RJ Harvey RB Michael Carter TE Trey McBride WR Nico Collins WR Drake London WR Adonai Mitchell,,,
3357,5007840681,susucks,0,88.100006,DST Titans  FLEX Dalton Schultz QB Josh Allen RB Tony Pollard RB Kareem Hunt TE Brock Bowers WR Nico Collins WR Mike Evans WR Emeka Egbuka,,,
3357,5006762266,fluffhead24 (3/3),0,88.09999,DST Falcons  FLEX Harold Fannin Jr. QB Gardner Minshew II RB Bijan Robinson RB Bucky Irving TE Travis Kelce WR Amon-Ra St. Brown WR DK Metcalf WR Xavier Worthy,,,
3359,5007921533,schmoesf (2/3),0,88.079994,DST Bengals  FLEX Xavier Worthy QB Bo Nix RB Bucky Irving RB Javonte Williams TE Trey McBride WR Jameson Williams WR Justin Jefferson WR Pat Bryant,,,
3360,5006986804,JBURG1983 (1/2),0,88,DST Texans  FLEX Greg Dulcich QB Gardner Minshew II RB De'Von Achane RB Audric Estime TE Travis Kelce WR Amon-Ra St. Brown WR Mike Evans WR Tetairoa McMillan,,,
3360,5007307795,skyler_grafton (3/5),0,88,DST Jets  FLEX Nico Collins QB Quinn Ewers RB De'Von Achane RB Omarion Hampton TE Darren Waller WR Amon-Ra St. Brown WR DK Metcalf WR Xavier Worthy,,,
3362,5006723291,bfitzer (1/5),0,87.92,DST Chiefs  FLEX Juwan Johnson QB Tyler Shough RB Javonte Williams RB Michael Carter TE Travis Kelce WR Ja'Marr Chase WR Amon-Ra St. Brown WR Xavier Legette,,,
3362,5007021372,mrwonkaman (1/4),0,87.92,DST Saints  FLEX Travis Etienne Jr. QB Jaxson Dart RB Jahmyr Gibbs RB Michael Carter TE Theo Johnson WR Jameson Williams WR DK Metcalf WR Darius Slayton,,,
3364,5007474392,tstokke34 (3/5),0,87.7,DST Bills  FLEX Juwan Johnson QB Gardner Minshew II RB Bijan Robinson RB Javonte Williams TE Travis Kelce WR Amon-Ra St. Brown WR DK Metcalf WR Xavier Worthy,,,
3365,5005441509,jfoxbro8 (5/5),0,87.59999,DST Jets  FLEX DK Metcalf QB Gardner Minshew II RB Jahmyr Gibbs RB Michael Carter TE Travis Kelce WR Ja'Marr Chase WR Mike Evans WR Xavier Worthy,,,
3366,5004082613,wakeringer (5/5),0,87.51999,DST Jets  FLEX Travis Kelce QB J.J. McCarthy RB De'Von Achane RB Tyrone Tracy Jr. TE T.J. Hockenson WR Ja'Marr Chase WR Wan'Dale Robinson WR Justin Jefferson,,,
3367,5007198365,puppet0311,0,87.5,DST Texans  FLEX Xavier Worthy QB Quinn Ewers RB Jawhar Jordan RB Evan Hull TE Darren Waller WR Ja'Marr Chase WR Amon-Ra St. Brown WR Nico Collins,,,
3368,5005682365,jram22 (2/4),0,87.37999,DST Vikings  FLEX Michael Carter QB Kirk Cousins RB Jahmyr Gibbs RB Bucky Irving TE Dalton Kincaid WR Drake London WR Jameson Williams WR Jayden Higgins,,,
3369,5001387685,avonsuge (1/5),0,87.29999,DST Bengals  FLEX Trey McBride QB Gardner Minshew II RB De'Von Achane RB Jahmyr Gibbs TE Darren Waller WR Mike Evans WR Xavier Worthy WR Hollywood Brown,,,
3370,5004968791,chesney88 (1/5),0,87.21999,DST Titans  FLEX Jahmyr Gibbs QB Jacoby Brissett RB Bucky Irving RB Aaron Jones Sr. TE Trey McBride WR DK Metcalf WR Jalen Coker WR Darius Slayton,,,
3370,5006157468,ChefChadk,0,87.219986,DST Bengals  FLEX Oronde Gadsden II QB Jacoby Brissett RB Bijan Robinson RB Audric Estime TE Trey McBride WR Jameson Williams WR DK Metcalf WR Jordan Addison,,,
3372,5006233297,jram22 (4/4),0,87.17999,DST Chargers  FLEX Jayden Higgins QB C.J. Stroud RB Jahmyr Gibbs RB Bucky Irving TE Oronde Gadsden II WR Nico Collins WR Tetairoa McMillan WR DK Metcalf,,,
3373,5004790564,OCRUSH27,0,87.13999,DST Broncos  FLEX Audric Estime QB Aaron Rodgers RB Bucky Irving RB Omarion Hampton TE Trey McBride WR Justin Jefferson WR DK Metcalf WR Chris Godwin Jr.,,,
3374,5007426289,upper_decker69 (4/5),0,87.1,DST Jets  FLEX Amon-Ra St. Brown QB Baker Mayfield RB Jahmyr Gibbs RB Michael Carter TE Travis Kelce WR Mike Evans WR Adonai Mitchell WR Jalen Coker,,,
3375,5008129100,latingrinda,0,86.899994,DST Raiders  FLEX RJ Harvey QB Gardner Minshew II RB Jahmyr Gibbs RB Bucky Irving TE Oronde Gadsden II WR CeeDee Lamb WR Justin Jefferson WR Hollywood Brown,,,
3376,5008181534,JERRYMISNER,0,86.87999,DST Raiders  FLEX Javonte Williams QB C.J. Stroud RB James Cook III RB Michael Carter TE Theo Johnson WR Nico Collins WR Mike Evans WR DK Metcalf,,,
3377,5007328115,lebs11 (3/3),0,86.82,DST Vikings  FLEX Marvin Harrison Jr. QB Jacoby Brissett RB Bijan Robinson RB Audric Estime TE Travis Kelce WR Drake London WR Jameson Williams WR Xavier Worthy,,,
3377,5007903685,tafs178 (3/4),0,86.82,DST Browns  FLEX Jahmyr Gibbs QB Jaxson Dart RB Tyrone Tracy Jr. RB Aaron Jones Sr. TE Darren Waller WR Michael Wilson WR Wan'Dale Robinson WR Justin Jefferson,,,
3377,5006702209,Damonri (2/5),0,86.81999,DST Titans  FLEX Trey McBride QB Jacoby Brissett RB Michael Carter RB Kenneth Gainwell TE T.J. Hockenson WR Amon-Ra St. Brown WR Nico Collins WR Jalen Coker,,,
3380,5007567332,TimShadler (4/5),0,86.73999,DST Browns  FLEX Trey McBride QB Aaron Rodgers RB De'Von Achane RB Tony Pollard TE Pat Freiermuth WR Amon-Ra St. Brown WR DK Metcalf WR Jalen Coker,,,
3381,5007345503,jtmistre,0,86.71999,DST Bengals  FLEX Trey McBride QB Jacoby Brissett RB Jahmyr Gibbs RB Javonte Williams TE Darren Waller WR Jameson Williams WR DK Metcalf WR Xavier Worthy,,,
3382,5006634902,moklovin (1/5),0,86.7,DST Broncos  FLEX Travis Kelce QB Gardner Minshew II RB Jahmyr Gibbs RB Nick Chubb TE Juwan Johnson WR Amon-Ra St. Brown WR Tetairoa McMillan WR Xavier Worthy,,,
3383,5007744622,braybray2034,0,86.579994,DST Broncos  FLEX Dalton Kincaid QB C.J. Stroud RB Jahmyr Gibbs RB Rico Dowdle TE Dalton Schultz WR Nico Collins WR DK Metcalf WR Khalil Shakir,,,
3384,5004920498,dq34 (2/5),0,86.51999,DST Jets  FLEX Trey McBride QB Jacoby Brissett RB Bijan Robinson RB Michael Carter TE Travis Kelce WR Jameson Williams WR DK Metcalf WR Xavier Worthy,,,
3384,5005998253,calvinnolte (3/5),0,86.51999,DST Jets  FLEX Trey McBride QB Jacoby Brissett RB Bijan Robinson RB Michael Carter TE Travis Kelce WR Jameson Williams WR DK Metcalf WR Xavier Worthy,,,
3386,5004976069,McWillis73 (3/5),0,86.5,DST Jets  FLEX Bijan Robinson QB Gardner Minshew II RB Javonte Williams RB Jawhar Jordan TE Travis Kelce WR Ja'Marr Chase WR Marvin Harrison Jr. WR Xavier Worthy,,,
3386,5007307292,THESCHLAGGER (2/5),0,86.5,DST Texans  FLEX Harold Fannin Jr. QB Gardner Minshew II RB Jahmyr Gibbs RB Michael Carter TE Travis Kelce WR Amon-Ra St. Brown WR DK Metcalf WR Xavier Worthy,,,
3388,5007489649,CoolHandDuke (1/3),0,86.4,DST Giants  FLEX Mike Evans QB Quinn Ewers RB Tyrone Tracy Jr. RB Audric Estime TE Darren Waller WR Amon-Ra St. Brown WR Nico Collins WR Drake London,,,
3389,5007659559,takeoff11bm,0,86.34,DST Vikings  FLEX Javonte Williams QB Bryce Young RB Bucky Irving RB Rico Dowdle TE Gunnar Helm WR Amon-Ra St. Brown WR Tee Higgins WR Keenan Allen,,,
3390,5006433259,VIP_Swag (1/5),0,86.299995,DST Bengals  FLEX Aaron Jones Sr. QB Gardner Minshew II RB De'Von Achane RB Bijan Robinson TE Travis Kelce WR Drake London WR Adonai Mitchell WR Hollywood Brown,,,
3391,5007977600,thedetailer11 (1/5),0,86.219986,DST Jets  FLEX DK Metcalf QB Jacoby Brissett RB Tyrone Tracy Jr. RB Tony Pollard TE Trey McBride WR Amon-Ra St. Brown WR Mike Evans WR Pat Bryant,,,
3392,5008086584,NutznGutz (4/5),0,86.2,DST Bengals  FLEX Mike Gesicki QB Gardner Minshew II RB Jahmyr Gibbs RB Omarion Hampton TE Travis Kelce WR Amon-Ra St. Brown WR Nico Collins WR Xavier Worthy,,,
3393,5006875645,Rayvenz (5/5),0,86.03999,DST Titans  FLEX Trey McBride QB Bryce Young RB Bucky Irving RB Michael Carter TE Oronde Gadsden II WR Amon-Ra St. Brown WR Tetairoa McMillan WR Jalen Coker,,,
3393,5008000662,andrewjstein,0,86.03999,DST Falcons  FLEX Breece Hall QB Bryce Young RB De'Von Achane RB Jordan Mason TE Darren Waller WR Nico Collins WR Jameson Williams WR Xavier Worthy,,,
3395,5007331112,phenninger (2/5),0,85.99999,DST Saints  FLEX Trey McBride QB Gardner Minshew II RB Tony Pollard RB Kenneth Gainwell TE Travis Kelce WR Amon-Ra St. Brown WR Drake London WR Hollywood Brown,,,
3396,5006723295,bfitzer (5/5),0,85.89999,DST Jaguars  FLEX DK Metcalf QB Gardner Minshew II RB De'Von Achane RB Jahmyr Gibbs TE Travis Kelce WR Mike Evans WR Jalen Coker WR Xavier Worthy,,,
3397,5007745741,lt8717,0,85.82,DST Jets  FLEX Darren Waller QB Jacoby Brissett RB Jahmyr Gibbs RB Audric Estime TE Trey McBride WR Drake London WR Mike Evans WR Adonai Mitchell,,,
3397,5006988379,mcron05 (2/5),0,85.81999,DST Bengals  FLEX Theo Johnson QB Jacoby Brissett RB Bijan Robinson RB Michael Carter TE Trey McBride WR Michael Wilson WR Jameson Williams WR Jalen Nailor,,,
3399,5002059572,kbreardonPGA (1/5),0,85.799995,DST Jets  FLEX Trey McBride QB Gardner Minshew II RB Bijan Robinson RB Jahmyr Gibbs TE Travis Kelce WR DK Metcalf WR Xavier Worthy WR Hollywood Brown,,,
3400,5007033366,bigjoshy (1/5),0,85.71999,DST Saints  FLEX Trey McBride QB Jacoby Brissett RB Omarion Hampton RB Michael Carter TE Travis Kelce WR Drake London WR Jameson Williams WR Xavier Worthy,,,
3400,5007560812,Stl-Finest (2/5),0,85.71999,DST Bengals  FLEX Trey McBride QB Jacoby Brissett RB Jahmyr Gibbs RB Audric Estime TE Darren Waller WR Drake London WR Mike Evans WR Hollywood Brown,,,
3402,5006885464,bradttu (2/5),0,85.6,DST Texans  FLEX Darren Waller QB Gardner Minshew II RB De'Von Achane RB Jahmyr Gibbs TE Travis Kelce WR Amon-Ra St. Brown WR Hollywood Brown WR Pat Bryant,,,
3403,5004366942,SportsGambler2020 (1/5),0,85.58,DST Broncos  FLEX Nico Collins QB C.J. Stroud RB Bucky Irving RB Quinshon Judkins TE Cade Otton WR Jameson Williams WR Tetairoa McMillan WR DK Metcalf,,,
3404,5000526455,Amsteinke23 (3/3),0,85.52,DST Texans  FLEX Nico Collins QB Jacoby Brissett RB Bijan Robinson RB Michael Carter TE Theo Johnson WR Marvin Harrison Jr. WR DK Metcalf WR Xavier Worthy,,,
3405,5004094809,breezeproduction (5/5),0,85.5,DST Giants  FLEX DK Metcalf QB Gardner Minshew II RB Jahmyr Gibbs RB Michael Carter TE Travis Kelce WR Amon-Ra St. Brown WR Justin Jefferson WR Xavier Worthy,,,
3406,5007445148,PrimetimeJerick (3/5),0,85.4,DST Vikings  FLEX T.J. Hockenson QB Josh Allen RB De'Von Achane RB James Cook III TE Cade Otton WR Drake London WR Marvin Harrison Jr. WR Adonai Mitchell,,,
3406,5007614487,brianaf24 (1/2),0,85.399994,DST Bengals  FLEX DK Metcalf QB Josh Allen RB Jahmyr Gibbs RB Tyrone Tracy Jr. TE Greg Dulcich WR Amon-Ra St. Brown WR Justin Jefferson WR Joshua Palmer,,,
3408,5004830337,AllCash,0,85.299995,DST Jets  FLEX Darnell Washington QB Gardner Minshew II RB De'Von Achane RB Bijan Robinson TE Travis Kelce WR Amon-Ra St. Brown WR DK Metcalf WR Adonai Mitchell,,,
3409,5001458643,kickalicious3 (1/5),0,85.119995,DST Bengals  FLEX Justin Jefferson QB J.J. McCarthy RB RJ Harvey RB David Montgomery TE Trey McBride WR Tee Higgins WR Wan'Dale Robinson WR Jordan Addison,,,
3410,5004227712,travaganza12 (3/5),0,85.08,DST Bills  FLEX Audric Estime QB C.J. Stroud RB Breece Hall RB Isiah Pacheco TE Brock Bowers WR Amon-Ra St. Brown WR Nico Collins WR Jalen McMillan,,,
3411,5004962452,BBOY3110 (3/5),0,84.99999,DST Bills  FLEX DK Metcalf QB Gardner Minshew II RB Jahmyr Gibbs RB Michael Carter TE Travis Kelce WR CeeDee Lamb WR Tetairoa McMillan WR Xavier Worthy,,,
3411,5005215108,murph4898 (2/5),0,84.99999,DST Jets  FLEX Isaiah Williams QB Gardner Minshew II RB De'Von Achane RB Bijan Robinson TE Travis Kelce WR Amon-Ra St. Brown WR DK Metcalf WR Xavier Worthy,,,
3411,5006433263,VIP_Swag (5/5),0,84.99999,DST Jets  FLEX Amon-Ra St. Brown QB Gardner Minshew II RB De'Von Achane RB Bijan Robinson TE Travis Kelce WR DK Metcalf WR Xavier Worthy WR Isaiah Williams,,,
3411,5007565040,acs204,0,84.99999,DST Browns  FLEX Trey McBride QB Gardner Minshew II RB Bijan Robinson RB Jahmyr Gibbs TE Travis Kelce WR DK Metcalf WR Adonai Mitchell WR Hollywood Brown,,,
3415,5007990269,cbs847 (2/3),0,84.91999,DST Texans  FLEX JuJu Smith-Schuster QB Jacoby Brissett RB Rico Dowdle RB Michael Carter TE Trey McBride WR Nico Collins WR Tetairoa McMillan WR Keenan Allen,,,
3416,5006947032,gr8danser (1/4),0,84.899994,DST Falcons  FLEX Harold Fannin Jr. QB Gardner Minshew II RB James Cook III RB Javonte Williams TE Travis Kelce WR Nico Collins WR Drake London WR Xavier Worthy,,,
3416,5008066730,thegrubes,0,84.899994,DST Raiders  FLEX Gunnar Helm QB Gardner Minshew II RB De'Von Achane RB Jahmyr Gibbs TE Travis Kelce WR Ja'Marr Chase WR DK Metcalf WR Xavier Worthy,,,
3418,5007457462,PrimetimeJerick (4/5),0,84.799995,DST Vikings  FLEX Brock Bowers QB Josh Allen RB Jahmyr Gibbs RB Rico Dowdle TE Travis Kelce WR Mike Evans WR Jordan Addison WR Joshua Palmer,,,
3419,5006285308,RoyalBigHead (4/5),0,84.7,DST Broncos  FLEX DK Metcalf QB Gardner Minshew II RB Jahmyr Gibbs RB Breece Hall TE Travis Kelce WR Ja'Marr Chase WR Keenan Allen WR Xavier Worthy,,,
3420,5006884763,kylepaben (5/5),0,84.59999,DST Broncos  FLEX Michael Carter QB Gardner Minshew II RB De'Von Achane RB Bijan Robinson TE Travis Kelce WR Jameson Williams WR Xavier Worthy WR Hollywood Brown,,,
3420,5007325712,s508287 (5/5),0,84.59999,DST Falcons  FLEX Nico Collins QB Gardner Minshew II RB De'Von Achane RB Aaron Jones Sr. TE Travis Kelce WR Jameson Williams WR Tetairoa McMillan WR Xavier Worthy,,,
3422,5007594745,JKP22,0,84.49999,DST Texans  FLEX Nico Collins QB Gardner Minshew II RB Jahmyr Gibbs RB Michael Carter TE Travis Kelce WR Jaylen Waddle WR Xavier Worthy WR Chimere Dike,,,
3423,5007007214,a1shiek (1/3),0,84.46,DST Broncos  FLEX Wan'Dale Robinson QB Jared Goff RB Breece Hall RB Audric Estime TE Darren Waller WR Drake London WR Michael Wilson WR Emeka Egbuka,,,
3424,5006033599,InIt4TheMoneyHoney (3/5),0,84.420006,DST Broncos  FLEX Michael Wilson QB Jacoby Brissett RB De'Von Achane RB Bucky Irving TE Darren Waller WR Tetairoa McMillan WR Marvin Harrison Jr. WR Darius Slayton,,,
3425,5005642430,k4cowboys4k (3/5),0,84.399994,DST Texans  FLEX Travis Kelce QB Gardner Minshew II RB De'Von Achane RB Jahmyr Gibbs TE Oronde Gadsden II WR Mike Evans WR Jalen Coker WR Xavier Worthy,,,
3425,5007495025,presa9216 (3/3),0,84.399994,DST Jets  FLEX Trey McBride QB Gardner Minshew II RB Bijan Robinson RB David Montgomery TE Travis Kelce WR Mike Evans WR Tetairoa McMillan WR Xavier Worthy,,,
3427,5007288344,Bongjovi (1/5),0,84.31999,DST Texans  FLEX Trey McBride QB J.J. McCarthy RB Jahmyr Gibbs RB Michael Carter TE T.J. Hockenson WR Wan'Dale Robinson WR Justin Jefferson WR Xavier Worthy,,,
3428,5004170692,bbwc1981 (4/5),0,84.299995,DST Texans  FLEX Trey McBride QB Gardner Minshew II RB Jahmyr Gibbs RB Kenneth Gainwell TE Travis Kelce WR Drake London WR Xavier Worthy WR Hollywood Brown,,,
3428,5008087112,zinner5 (3/3),0,84.299995,DST Titans  FLEX Michael Carter QB Quinn Ewers RB Jahmyr Gibbs RB Audric Estime TE Dawson Knox WR Amon-Ra St. Brown WR Nico Collins WR DK Metcalf,,,
3430,5006813539,giraff2k (1/5),0,84.22,DST Texans  FLEX Trey McBride QB Jacoby Brissett RB Jahmyr Gibbs RB Michael Carter TE Darren Waller WR Drake London WR Jalen Coker WR Hollywood Brown,,,
3431,5007220316,Gwizzle612 (2/3),0,84.19999,DST Bengals  FLEX Trey McBride QB Gardner Minshew II RB Bijan Robinson RB Jahmyr Gibbs TE Travis Kelce WR Jordan Addison WR Xavier Worthy WR Hollywood Brown,,,
3431,5007726102,jjj1887,0,84.19999,DST Bengals  FLEX De'Von Achane QB Gardner Minshew II RB Jahmyr Gibbs RB Michael Carter TE Travis Kelce WR Mike Evans WR Jalen Coker WR Xavier Worthy,,,
3433,5007852249,ctad1101,0,84.02,DST Dolphins  FLEX Audric Estime QB Jacoby Brissett RB De'Von Achane RB Michael Carter TE Dalton Schultz WR Drake London WR Justin Jefferson WR Jakobi Meyers,,,
3434,5006607318,neuens7 (3/5),0,83.99999,DST Falcons  FLEX Trey McBride QB Gardner Minshew II RB Bijan Robinson RB Tony Pollard TE Travis Kelce WR Jameson Williams WR DK Metcalf WR Xavier Worthy,,,
3435,5002007625,redem7 (1/5),0,83.92,DST Chargers  FLEX Bijan Robinson QB Jaxson Dart RB De'Von Achane RB Aaron Jones Sr. TE Darren Waller WR Amon-Ra St. Brown WR Darius Slayton WR Marquez Valdes-Scantling,,,
3435,5007679755,ajm230 (2/5),0,83.91999,DST Bengals  FLEX Hollywood Brown QB Jacoby Brissett RB Bijan Robinson RB Omarion Hampton TE Trey McBride WR Drake London WR Marvin Harrison Jr. WR Jalen Nailor,,,
3437,5002972665,nochalkdfs (3/5),0,83.899994,DST Bengals  FLEX Trey McBride QB Baker Mayfield RB Quinshon Judkins RB Audric Estime TE Travis Kelce WR Ja'Marr Chase WR Mike Evans WR Xavier Legette,,,
3438,5007387284,mwp125,0,83.59999,DST Titans  FLEX Amon-Ra St. Brown QB Baker Mayfield RB Rico Dowdle RB Tony Pollard TE Oronde Gadsden II WR Mike Evans WR Emeka Egbuka WR DK Metcalf,,,
3439,5007998834,jjelsone0001,0,83.5,DST Bills  FLEX Tony Pollard QB Gardner Minshew II RB James Cook III RB Bucky Irving TE Travis Kelce WR Amon-Ra St. Brown WR Adonai Mitchell WR Xavier Worthy,,,
3440,5003163479,revann,0,83.42,DST Vikings  FLEX Trey McBride QB Jacoby Brissett RB Bijan Robinson RB David Montgomery TE Greg Dulcich WR Drake London WR Marvin Harrison Jr. WR DK Metcalf,,,
3440,5007314215,ateale (2/2),0,83.42,DST Cowboys  FLEX Nico Collins QB J.J. McCarthy RB De'Von Achane RB Michael Carter TE Theo Johnson WR Justin Jefferson WR Courtland Sutton WR Jordan Addison,,,
3442,5007147663,StarFox01 (1/5),0,83.4,DST Giants  FLEX Michael Carter QB Gardner Minshew II RB Bijan Robinson RB Javonte Williams TE Travis Kelce WR Amon-Ra St. Brown WR DK Metcalf WR Hollywood Brown,,,
3442,5007731714,stcroix1037,0,83.399994,DST Texans  FLEX Oronde Gadsden II QB Gardner Minshew II RB De'Von Achane RB Kenneth Gainwell TE Travis Kelce WR Drake London WR Jameson Williams WR DK Metcalf,,,
3444,5006702208,Damonri (1/5),0,83.21999,DST Jets  FLEX Trey McBride QB Jacoby Brissett RB De'Von Achane RB Aaron Jones Sr. TE Travis Kelce WR Mike Evans WR DK Metcalf WR Jalen Coker,,,
3445,5007352411,Bowler225 (4/5),0,83.18,DST Chiefs  FLEX Nico Collins QB C.J. Stroud RB Javonte Williams RB Audric Estime TE Dalton Schultz WR Drake London WR Tetairoa McMillan WR Khalil Shakir,,,
3446,5001375680,Chritobin (4/5),0,83.12,DST Lions  FLEX Kyle Pitts Sr. QB Jacoby Brissett RB Jahmyr Gibbs RB Michael Carter TE Trey McBride WR Drake London WR Jayden Higgins WR Darnell Mooney,,,
3446,5008168000,borbor (2/5),0,83.119995,DST Jets  FLEX DK Metcalf QB J.J. McCarthy RB Jahmyr Gibbs RB Bucky Irving TE Trey McBride WR Justin Jefferson WR Jalen Coker WR Darius Slayton,,,
3448,5005557283,gwag01,0,83.02,DST Broncos  FLEX Greg Dulcich QB Jacoby Brissett RB Rico Dowdle RB Michael Carter TE Trey McBride WR Michael Wilson WR Jameson Williams WR Mike Evans,,,
3448,5007749626,dilly3254 (4/5),0,83.02,DST Bills  FLEX DK Metcalf QB Jaxson Dart RB Jahmyr Gibbs RB Rico Dowdle TE Theo Johnson WR Mike Evans WR Justin Jefferson WR Xavier Worthy,,,
3450,5002197413,zkinkella12,0,82.99999,DST Raiders  FLEX Trey McBride QB Gardner Minshew II RB Travis Etienne Jr. RB RJ Harvey TE Travis Kelce WR Michael Wilson WR Tee Higgins WR Xavier Worthy,,,
3451,5002190631,Wally_G,0,82.92,DST Titans  FLEX Amon-Ra St. Brown QB Jaxson Dart RB Javonte Williams RB Tyrone Tracy Jr. TE Harold Fannin Jr. WR Mike Evans WR DK Metcalf WR Jordan Addison,,,
3451,5006644406,redyodagirl (2/2),0,82.92,DST Texans  FLEX Amon-Ra St. Brown QB Jacoby Brissett RB Breece Hall RB Kenneth Gainwell TE Trey McBride WR Jordan Addison WR Xavier Worthy WR John Metchie III,,,
3453,5007102106,ImaDonk11 (5/5),0,82.7,DST Bills  FLEX Bijan Robinson QB Josh Allen RB Travis Etienne Jr. RB Tyrone Tracy Jr. TE Oronde Gadsden II WR Brian Thomas Jr. WR Xavier Worthy WR David Sills V,,,
3454,5001327171,bignutz02 (5/5),0,82.5,DST Browns  FLEX Michael Carter QB Gardner Minshew II RB De'Von Achane RB Jawhar Jordan TE Travis Kelce WR Ja'Marr Chase WR Jameson Williams WR Xavier Worthy,,,
3455,5008060748,bountypunters,0,82.14,DST Texans  FLEX Pat Freiermuth QB Aaron Rodgers RB De'Von Achane RB Javonte Williams TE Travis Kelce WR Amon-Ra St. Brown WR DK Metcalf WR Xavier Worthy,,,
3456,5007626070,Theginchy (4/5),0,82.04,DST Buccaneers  FLEX Marvin Harrison Jr. QB Aaron Rodgers RB Jahmyr Gibbs RB Javonte Williams TE Pat Freiermuth WR Amon-Ra St. Brown WR DK Metcalf WR Keenan Allen,,,
3457,5005686063,seidizzle (1/3),0,82.020004,DST Bengals  FLEX Jameson Williams QB Jaxson Dart RB Bucky Irving RB Quinshon Judkins TE Darren Waller WR Ja'Marr Chase WR Mike Evans WR Darius Slayton,,,
