Season,GameWeek,Split,Team,PlayerID,IgnoreStatus,PassAttempts,RushAttempts,Targets,PassCompletions,PassYards,PassTDs,PassInts,RushYards,RushTDs,RecCompletions,RecYards,RecTDs,offPassFD,offPassIntTD,offPassTD9,offPassTD19,offPassTD29,offPassTD39,offPassTD49,offPassTD50,offPass2Pt,offPass40,offTimesSacked,offRushFD,offRushTD9,offRushTD19,offRushTD29,offRushTD39,offRushTD49,offRushTD50,offRush2Pt,offRush40,offRecFD,offRecTD9,offRecTD19,offRecTD29,offRecTD39,offRecTD49,offRecTD50,offRec2Pt,offRec40,offFumbles,offFumblesLost,offFumbleTD,specBlockedFGTD,specBlockedPuntTD,specFGAtt,specFGMade,specFGMade19,specFGMade29,specFGMade39,specFGMade49,specFGMade50,specFGMissed19,specFGMissed29,specFGMissed39,specFGMissed49,specFGMissed50,specFGTotalYds,specKORetAtt,specKORetTD,specKORetYds,specPuntRetAtt,specPuntRetTD,specPuntRetYds,specKickTotalTD,specKickRetYards,specXPAtt,specXPMade,defBlockedKick,defFumbles,defFumblesRec,defFumbReturnTDs,defFumRetYds,defIntReturnTDs,defIntRetYds,defPassDef,defPassInt,defReturnTds,defQBHit,defSacks,defSackYds,defSafeties,defSoloTackles,defTackles,defTFL,defXPReturn,def10TackleBonus,def2SackBonus,def3PassDefBonus,def4thDownStop,def50YdFumbBonus,def50YdIntBonus,specFGMade59,specFGMissed59,specFGMade60,specFGMissed60
2025,7,C,LAR,5971,0,38.976,1.967714914,0,27.67326795,327.8817647,3.079969188,0.76926864,10.67929906,0.197592176,0,0,0,14.7974666,0.035475638,NULL,NULL,NULL,NULL,NULL,NULL,0.073582557,0.338380237,2.512857671,0.509916947,NULL,NULL,NULL,NULL,NULL,NULL,0.003508201,0.006829397,0,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.365006332,0.158777755,0.00635111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL
2025,7,C,PIT,7449,0,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051711323,0.031543542,0,0,0,0,0.422221449,0.007893465,0,1.017183771,0.435935922,2.542959521,0,2.181477617,3.940733831,0.492591729,0,0.082601604,0.055684449,0.023085655,0.029290424,0,0,NULL,NULL,NULL,NULL
2025,7,C,WAS,7504,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09153892,0.032185,0.004283395,0,0.003842978,0,0,0.021344318,0.004699701,0,0.108585095,0,0.003370747,1.10873926,1.732404995,0.132727294,0,0,1.69E-05,0,0.035408612,0,0,NULL,NULL,NULL,NULL
2025,7,C,CHI,8065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL
2025,7,C,KC ,8783,0,0,0,8.060896986,0,0,0,0,0,0,7.839292439,82.94852661,0.856576793,0,0,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0.017844053,NULL,NULL,NULL,NULL,NULL,NULL,0,0.000294214,3.152240558,NULL,NULL,NULL,NULL,NULL,NULL,0.015113085,0.090064016,0.089839494,0.03908018,0.001563207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL
2025,7,C,SF ,8930,0,0,0.153236617,0.957286753,0,0,0,0,0.864385652,0.025063382,0.964934007,10.22216395,0.117763966,0,0,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL
2025,7,C,LAC,9251,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.164309864,0.09166328,0.004791153,0.151244412,0.004298527,0,0.542574418,0.02387449,0.005256808,1.00321966,0.429951271,2.866341919,0.003770318,1.220792412,2.373762981,0.406930786,0,0,0.051506627,0.030831574,0.039605977,0.001960219,0,NULL,NULL,NULL,NULL
2025,7,C,NO ,9317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL
2025,7,C,SEA,9344,0,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147492616,0.029943024,0,0,0,0,0.24811304,0.007492951,0,0.717181589,0.358590794,2.086346489,0,1.73679128,2.853299782,0.49622608,0,0.040390706,0.043641849,0.009302514,0.027804229,0,0,NULL,NULL,NULL,NULL
2025,7,C,LAR,9455,0,0,0.029348,14.864456,0,0,0,0,0.167106665,0.002261393,10.40936355,148.4691823,1.714954793,0,0,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,0,0,4.647507765,NULL,NULL,NULL,NULL,NULL,NULL,0.024625028,0.197766288,0.098883144,0.043014168,0.001720567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL
2025,7,C,CHI,9633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL
2025,7,C,PIT,9646,0,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,2.429972481,2.242475251,0,0.623756663,0.777942841,0.701283899,0.545225604,0,0,0,0.060827082,0.060827082,95.79106347,0,0,0,0,0,0,0,0,2.501442308,2.482340205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL
2025,7,C,NYG,10033,0,0,0,0.569451315,0,0,0,0,0,0,0.577566479,5.533431756,0.06612764,0,0,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.159878257,NULL,NULL,NULL,NULL,NULL,NULL,0.000366952,0.005212247,0.003851453,0.001675382,6.70E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL
2025,7,C,NYG,10037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL
2025,7,C,WAS,10074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL
2025,7,C,SEA,10157,0,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,2.236118773,1.9887518,0,0.605313383,0.680703527,0.680703527,0.372444756,0,0,0.017957542,0.061381539,0.061381539,79.6458246,0,0,0,0,0,0,0,0,2.445754808,2.377335068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL
2025,7,C,SEA,10307,0,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055223429,0.033685902,0,0,0,0,0.130259341,0.00842957,0,1.093139269,0.409927238,2.391242195,0,2.149279089,3.647261448,0.716426363,0,0.064173439,0.050184031,0,0.031279757,0,0,NULL,NULL,NULL,NULL
2025,7,C,JAX,10309,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045894483,0.027995311,0,0,0,0,0.062454523,0.007005555,0,0.382659017,0.114797705,0.535722624,0,1.186635898,1.561363136,0.124909045,0,0,0.004007,0,0.081492006,0,0,NULL,NULL,NULL,NULL
2025,7,C,HOU,10318,0,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.082562933,0.034086803,0.0045365,0,0.004070058,0,0.120879123,0.022605548,0.004977405,1.320975587,0.660487793,4.383237231,0.003569924,2.054945139,3.142857185,1.087912046,0,0.037802638,0.091059588,0,0.037500898,0,0,NULL,NULL,NULL,NULL
2025,7,C,LAC,10351,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.090626521,0.033743047,0.004490751,0,0.004029013,0,0,0.022377578,0.00492721,0.653380097,0.362988954,2.39572711,0.003533922,1.084918157,1.695184581,0.339036911,0,0,0.041600414,0,0.037122712,0,0,NULL,NULL,NULL,NULL
2025,7,C,CHI,10458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL
2025,7,C,DET,10729,0,37.28784,2.048628219,0,27.50781456,332.569476,3.450837475,0.632876021,9.108197181,0.194380095,0,0,0,15.36120312,0.032458726,NULL,NULL,NULL,NULL,NULL,NULL,0.082372658,0.398319381,2.360634637,0.652554495,NULL,NULL,NULL,NULL,NULL,NULL,0.002996235,0.007389073,0,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.510869578,0.222228267,0.008889131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL
2025,7,C,NE ,10735,0,0,0,8.111804192,0,0,0,0,0,0,7.822560552,84.43378239,0.994024343,0,0,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,0,0,2.557549325,NULL,NULL,NULL,NULL,NULL,NULL,0.01213709,0.076191671,0.088191356,0.03836324,0.00153453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL
2025,7,C,DEN,10811,0,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054081132,0.100597046,0.004984813,0.165985124,0.004472276,0,0.225802198,0.024839508,0.00546929,0.301791137,0.100597046,0.603582273,0.003922716,5.645054945,9.935296556,0.301069598,0,0.31922095,0,0.004100906,0.041206869,0.002386585,0,NULL,NULL,NULL,NULL
2025,7,C,LAR,10854,0,0,0,5.905679839,0,0,0,0,0,0,5.636847051,58.54979242,0.780525467,0,0,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,0,0,1.406852233,NULL,NULL,NULL,NULL,NULL,NULL,0.009436417,0.062245743,0.045994856,0.020007762,0.00080031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL
2025,7,C,ARI,10919,0,37.15944,4.133881975,0,25.42826385,255.3699185,2.502638421,0.734473862,20.74505768,0.310498328,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL
2025,7,C,IND,10925,0,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.088779436,0.088779436,0,0.123878284,0,0,0.194970909,0.00953307,0,1.213882315,0.505784335,2.630078386,0,2.274660633,4.289359962,0.584912712,0,0.079627537,0.063795747,0.001865813,0.035374534,0.001693921,0,NULL,NULL,NULL,NULL
2025,7,C,DAL,10973,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.096938596,0.096938596,0,0.135263159,0,0,0.141926312,0.010409195,0,0.656194782,0.246073028,1.640486956,0,1.632152504,2.83852618,0.354815772,0,0.007904005,0.018554917,0,0.038625585,0.001849598,0,NULL,NULL,NULL,NULL
2025,7,C,CLE,10976,0,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051779652,0.077377019,0,0.107967927,0,0,0.057251376,0.007903896,0,0.740969689,0.308737382,1.543686911,0,1.202278884,1.946546666,0.343508232,0,0,0.034432455,0,0.077377019,0.001654707,0,NULL,NULL,NULL,NULL
2025,7,C,DAL,11008,0,44.49372,2.481036934,0,32.00970588,364.6079383,3.921339723,0.827579372,14.74780171,0.309709869,0,0,0,15.10986071,0.039541804,NULL,NULL,NULL,NULL,NULL,NULL,0.081398683,0.350131945,2.737509517,0.749391305,NULL,NULL,NULL,NULL,NULL,NULL,0.004191107,0.009033043,0,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.596173555,0.259335497,0.01037342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL
2025,7,C,HOU,11031,0,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,2.247596154,2.025343088,0,0.562493618,0.701394448,0.632334646,0.491747542,0,0,0.014685425,0.053797934,0.053797934,86.51589865,0,0,0,0,0,0,0,0,2.504464244,2.445447524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL
2025,7,C,KC ,11074,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.096659601,0.039456353,0,0,0,0,0.21455575,0.00987357,0,1.610114143,0.585496078,3.073854368,0,1.501890335,2.360113217,0.715185852,0,0,0.076363151,0.002974944,0.036638032,0,0,NULL,NULL,NULL,NULL
2025,7,C,PIT,11111,0,NULL,0,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053736636,0.043990246,0,0,0.023325262,5.713874807,0.714697802,0.173147719,0.023325262,0.19318728,0.09659364,0.289780912,0,3.644958838,5.002884615,0.42881867,0,0.106549285,0,0.044296742,0.002627792,0,0.00714808,NULL,NULL,NULL,NULL
2025,7,C,HOU,11112,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017028428,0.087253138,0.005563897,0,0,0,0,0,0.004850217,0.327317453,0.122744051,0.106606384,0.00807705,1.122880737,2.047605955,0.264207232,0,0.000565813,0.003227739,0,0.033300556,0.002277296,0,NULL,NULL,NULL,NULL
2025,7,C,JAX,11141,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0806853,0.036745341,0,0,0.019483744,1.952611764,0.477593426,0.0806853,0.019483744,0.242055895,0.0806853,0.48411179,0,3.28345467,4.955031515,0.059699178,0,0.122248981,0,0.027139055,0.002195012,0,0.001725455,NULL,NULL,NULL,NULL
2025,7,C,SF ,11163,0,0,0,3.37597478,0,0,0,0,0,0,2.71407559,38.18612344,0.482430368,0,0,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL
2025,7,C,SEA,11217,0,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.082523234,0.082523234,0,0.115148692,0,0,0.122118137,0.00842957,0,0.878666223,0.270358846,2.162870764,0,1.465417543,2.869776179,0.30529533,0,0.030865966,0.026890068,0,0.031279757,0.001764759,0,NULL,NULL,NULL,NULL
2025,7,C,DEN,11309,0,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,2.328585073,2.080685715,0,0.613565552,0.689904723,0.613565552,0.536238457,0,0,0.017457534,0.061011365,0.061011365,88.36226869,0,0,0,0,0,0,0,0,2.681401007,2.61551426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL
2025,7,C,NYG,11356,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055073106,0.033594206,0,0,0,0,0.057310926,0.008406624,0,0.5299529,0.198732325,1.258638138,0,0.91697481,1.776638576,0.229243702,0,0,0.014985233,0,0.078289087,0,0,NULL,NULL,NULL,NULL
2025,7,C,SF ,11690,0,0,22.90378478,10.85030955,0,0,0,0,110.4918714,2.11709475,11.28757058,102.8547161,1.297086957,0,0,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,4.706320412,NULL,NULL,NULL,NULL,NULL,NULL,0.033200485,0.096047355,2.59764248,NULL,NULL,NULL,NULL,NULL,NULL,0.0113487,0.108235103,0.296842893,0.129126658,0.005165066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL
2025,7,C,ARI,11691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,4.448473219,NULL,NULL,NULL,NULL,NULL,NULL,0.029730545,0.087224965,1.195884509,NULL,NULL,NULL,NULL,NULL,NULL,0.006620396,0.059980694,0.264548365,0.115078539,0.004603142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL
2025,7,C,DAL,11695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL
2025,7,C,CIN,11698,0,0,4.084113563,2.44294289,0,0,0,0,21.13482377,0.328821435,2.689894231,20.74975912,0.233648379,0,0,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0.255702232,NULL,NULL,NULL,NULL,NULL,NULL,0.003313,0.01369864,0.556834427,NULL,NULL,NULL,NULL,NULL,NULL,0.004029416,0.029045688,0.18686472,0.081286153,0.003251446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL
2025,7,C,CLE,11712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL
